id,aisle_id,section_num,is_inventory,svg_x,svg_y,svg_width,svg_height,sort_order,created_at,updated_at
633,17,26,t,2559.6353,3130.616,105.93566,21.136751,0,2026-06-02 20:27:00.703786,2026-06-02 20:39:30.73
634,17,22,t,2341.2786,3130.4868,106.355484,21.033686,0,2026-06-02 20:27:00.703899,2026-06-02 20:39:48.547
635,17,28,t,2668.4707,3130.5425,106.01863,21.300058,0,2026-06-02 20:27:00.705685,2026-06-02 20:39:26.095
636,17,32,t,2886.2024,3130.5422,104.33298,20.978287,0,2026-06-02 20:27:00.709218,2026-06-02 20:39:07.998
637,17,30,t,2777.4224,3130.5803,105.58553,21.040186,0,2026-06-02 20:27:00.709401,2026-06-02 20:39:17.684
638,17,20,t,2233.759,3130.4805,104.35228,21.300058,0,2026-06-02 20:27:00.778953,2026-06-02 20:39:57.326
639,17,38,t,3202.6804,3130.1946,87.79897,21.375063,0,2026-06-02 20:29:07.815837,2026-06-02 20:37:20.726
640,17,42,t,3384.1284,3130.157,87.749435,21.253649,0,2026-06-02 20:29:07.817169,2026-06-02 20:37:05.462
641,17,44,t,3474.942,3130.1946,87.49849,21.273764,0,2026-06-02 20:29:07.817294,2026-06-02 20:37:00.46
642,17,46,t,3565.4272,3130.157,87.951614,21.253748,0,2026-06-02 20:29:07.818307,2026-06-02 20:36:44.958
643,17,40,t,3293.406,3130.3943,87.70009,21.074963,0,2026-06-02 20:29:07.819207,2026-06-02 20:37:13.22
644,17,52,t,3839.7285,3229.683,78.7,21.261044,0,2026-06-02 20:31:26.991533,2026-06-02 20:34:52.707
645,17,50,t,3757.547,3229.783,79.14987,21.011726,0,2026-06-02 20:31:26.991843,2026-06-02 20:35:10.9
646,17,54,t,3921.5093,3229.644,78.98757,21.174282,0,2026-06-02 20:31:26.993592,2026-06-02 20:34:41.18
647,17,64,t,4331.797,3229.6067,78.56091,21.137344,0,2026-06-02 20:31:26.993743,2026-06-02 20:33:31.163
648,17,58,t,4085.597,3229.6826,79.101425,21.011726,0,2026-06-02 20:31:26.994169,2026-06-02 20:34:13.303
649,17,62,t,4249.397,3229.7065,79.26091,21.011726,0,2026-06-02 20:31:26.999679,2026-06-02 20:33:46.059
650,17,56,t,4003.4377,3229.7827,79.05917,21.011726,0,2026-06-02 20:31:27.02561,2026-06-02 20:34:23.088
